speech_ID,speaker_id,speaker_age,speaker_gender,speaker_accent,speech_path,length
p298_268_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_268_mic1.flac,175122
p298_373_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_373_mic1.flac,152453
p298_150_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_150_mic1.flac,153780
p298_104_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_104_mic1.flac,239067
p298_224_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_224_mic1.flac,124350
p298_088_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_088_mic1.flac,242962
p298_209_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_209_mic1.flac,245172
p298_308_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_308_mic1.flac,201465
p298_293_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_293_mic1.flac,152610
p298_334_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_334_mic1.flac,250790
p298_198_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_198_mic1.flac,165658
p298_159_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_159_mic1.flac,177009
p298_260_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_260_mic1.flac,130009
p298_156_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_156_mic1.flac,186503
p298_231_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_231_mic1.flac,114960
p298_002_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_002_mic1.flac,188744
p298_242_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_242_mic1.flac,207532
p298_284_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_284_mic1.flac,167487
p298_356_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_356_mic1.flac,197637
p298_267_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_267_mic1.flac,118663
p298_254_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_254_mic1.flac,184998
p298_021_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_021_mic1.flac,429054
p298_160_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_160_mic1.flac,158407
p298_276_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_276_mic1.flac,148107
p298_342_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_342_mic1.flac,186023
p298_038_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_038_mic1.flac,150649
p298_208_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_208_mic1.flac,173696
p298_031_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_031_mic1.flac,219366
p298_082_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_082_mic1.flac,145102
p298_271_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_271_mic1.flac,218811
p298_360_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_360_mic1.flac,209017
p298_292_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_292_mic1.flac,150662
p298_125_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_125_mic1.flac,186514
p298_169_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_169_mic1.flac,232629
p298_403_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_403_mic1.flac,173332
p298_039_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_039_mic1.flac,152485
p298_098_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_098_mic1.flac,156307
p298_405_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_405_mic1.flac,150877
p298_046_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_046_mic1.flac,147668
p298_297_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_297_mic1.flac,133607
p298_011_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_011_mic1.flac,310655
p298_187_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_187_mic1.flac,159144
p298_123_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_123_mic1.flac,178585
p298_034_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_034_mic1.flac,199576
p298_051_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_051_mic1.flac,152589
p298_053_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_053_mic1.flac,244467
p298_157_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_157_mic1.flac,176297
p298_245_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_245_mic1.flac,143275
p298_357_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_357_mic1.flac,199652
p298_015_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_015_mic1.flac,293742
p298_164_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_164_mic1.flac,143230
p298_076_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_076_mic1.flac,173494
p298_152_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_152_mic1.flac,156778
p298_247_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_247_mic1.flac,196095
p298_375_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_375_mic1.flac,169474
p298_379_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_379_mic1.flac,116835
p298_359_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_359_mic1.flac,208817
p298_363_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_363_mic1.flac,150133
p298_078_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_078_mic1.flac,172338
p298_310_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_310_mic1.flac,106859
p298_035_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_035_mic1.flac,180817
p298_286_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_286_mic1.flac,159691
p298_255_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_255_mic1.flac,587394
p298_037_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_037_mic1.flac,143193
p298_016_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_016_mic1.flac,301093
p298_093_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_093_mic1.flac,178902
p298_307_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_307_mic1.flac,197794
p298_364_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_364_mic1.flac,129875
p298_217_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_217_mic1.flac,130857
p298_327_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_327_mic1.flac,181167
p298_201_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_201_mic1.flac,156365
p298_387_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_387_mic1.flac,166248
p298_116_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_116_mic1.flac,191992
p298_190_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_190_mic1.flac,225988
p298_074_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_074_mic1.flac,143166
p298_101_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_101_mic1.flac,198862
p298_328_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_328_mic1.flac,269202
p298_197_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_197_mic1.flac,227298
p298_314_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_314_mic1.flac,206201
p298_341_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_341_mic1.flac,167912
p298_355_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_355_mic1.flac,142442
p298_165_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_165_mic1.flac,144931
p298_043_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_043_mic1.flac,146991
p298_252_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_252_mic1.flac,130066
p298_325_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_325_mic1.flac,203256
p298_264_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_264_mic1.flac,180820
p298_191_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_191_mic1.flac,243361
p298_319_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_319_mic1.flac,215501
p298_219_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_219_mic1.flac,149833
p298_056_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_056_mic1.flac,169416
p298_105_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_105_mic1.flac,192071
p298_057_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_057_mic1.flac,173074
p298_065_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_065_mic1.flac,171785
p298_382_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_382_mic1.flac,150755
p298_362_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_362_mic1.flac,169378
p298_042_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_042_mic1.flac,165632
p298_250_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_250_mic1.flac,118051
p298_352_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_352_mic1.flac,203409
p298_049_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_049_mic1.flac,158162
p298_210_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_210_mic1.flac,141960
p298_079_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_079_mic1.flac,178851
p298_223_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_223_mic1.flac,193826
p298_006_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_006_mic1.flac,300439
p298_246_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_246_mic1.flac,123774
p298_235_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_235_mic1.flac,180788
p298_214_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_214_mic1.flac,162023
p298_383_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_383_mic1.flac,148204
p298_240_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_240_mic1.flac,242479
p298_289_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_289_mic1.flac,210853
p298_216_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_216_mic1.flac,192982
p298_393_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_393_mic1.flac,221896
p298_237_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_237_mic1.flac,222059
p298_333_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_333_mic1.flac,284933
p298_032_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_032_mic1.flac,133617
p298_300_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_300_mic1.flac,149799
p298_287_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_287_mic1.flac,166612
p298_141_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_141_mic1.flac,125143
p298_131_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_131_mic1.flac,238977
p298_331_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_331_mic1.flac,133442
p298_361_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_361_mic1.flac,266263
p298_068_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_068_mic1.flac,173107
p298_302_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_302_mic1.flac,144569
p298_158_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_158_mic1.flac,217035
p298_146_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_146_mic1.flac,173872
p298_153_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_153_mic1.flac,152174
p298_205_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_205_mic1.flac,143373
p298_083_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_083_mic1.flac,161712
p298_282_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_282_mic1.flac,136894
p298_202_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_202_mic1.flac,126159
p298_283_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_283_mic1.flac,197586
p298_336_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_336_mic1.flac,178793
p298_339_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_339_mic1.flac,232932
p298_072_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_072_mic1.flac,138067
p298_102_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_102_mic1.flac,210787
p298_135_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_135_mic1.flac,156275
p298_401_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_401_mic1.flac,171421
p298_371_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_371_mic1.flac,205259
p298_358_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_358_mic1.flac,171322
p298_270_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_270_mic1.flac,225326
p298_062_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_062_mic1.flac,152604
p298_170_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_170_mic1.flac,199661
p298_321_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_321_mic1.flac,225125
p298_174_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_174_mic1.flac,178850
p298_354_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_354_mic1.flac,123174
p298_162_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_162_mic1.flac,193894
p298_186_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_186_mic1.flac,138339
p298_348_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_348_mic1.flac,233516
p298_027_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_027_mic1.flac,191092
p298_069_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_069_mic1.flac,163928
p298_033_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_033_mic1.flac,154474
p298_013_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_013_mic1.flac,210816
p298_337_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_337_mic1.flac,168882
p298_312_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_312_mic1.flac,169398
p298_344_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_344_mic1.flac,197777
p298_367_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_367_mic1.flac,109309
p298_306_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_306_mic1.flac,198392
p298_351_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_351_mic1.flac,203230
p298_103_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_103_mic1.flac,163216
p298_044_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_044_mic1.flac,162193
p298_018_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_018_mic1.flac,344063
p298_402_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_402_mic1.flac,173169
p298_193_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_193_mic1.flac,156408
p298_028_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_028_mic1.flac,152611
p298_330_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_330_mic1.flac,199510
p298_215_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_215_mic1.flac,179309
p298_075_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_075_mic1.flac,153969
p298_025_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_025_mic1.flac,152576
p298_071_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_071_mic1.flac,199542
p298_304_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_304_mic1.flac,139370
p298_111_mic1,p298,19,M,Irish,podcastmix/podcastmix-synth/train/speech/p298_111_mic1.flac,154349
